House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
158,Squirrel Drive,Deborah,Richards,31,Head,Single,Female,"Education officer, environmental",None,Catholic
159,Squirrel Drive,Danielle,Taylor,29,Head,Divorced,Female,Multimedia specialist,None,None
160,Squirrel Drive,Joe,Singh,29,Head,Single,Male,"Designer, industrial/product",None,None
161,Squirrel Drive,Mohammed,Harris,60,Head,Single,Male,"Engineer, building services",None,None
162,Squirrel Drive,Pamela,Clayton,38,Head,Single,Female,Industrial buyer,None,Christian
163,Squirrel Drive,Catherine,Watkins,49,Head,Married,Female,"Radiographer, therapeutic",None,Catholic
163,Squirrel Drive,Garry,Watkins,51,Husband,Married,Male,Production engineer,None,Catholic
163,Squirrel Drive,Norman,Watkins,14,Son,NA,Male,Student,None,NA
164,Squirrel Drive,Leanne,Howard,32,Head,Divorced,Female,Occupational psychologist,None,Catholic
165,Squirrel Drive,Mohammad,Gregory,26,Head,Single,Male,Retail buyer,Blind,None
166,Squirrel Drive,Abigail,Campbell,27,Head,Divorced,Female,Orthoptist,None,Muslim
167,Squirrel Drive,Claire,Green,78,Head,Divorced,Female,Retired Contractor,None,None
168,Squirrel Drive,Lynn,Reynolds,35,Head,Divorced,Female,"Conservation officer, nature",None,Christian
168,Squirrel Drive,Bruce,Reynolds,7,Son,NA,Male,Student,None,NA
169,Squirrel Drive,Olivia,Watkins,61,Head,Single,Female,Regulatory affairs officer,None,Christian
170,Squirrel Drive,Anne,Watkins,29,Head,Divorced,Female,Animal nutritionist,None,None
171,Squirrel Drive,Lauren,Lewis,67,Head,Divorced,Female,Warden/ranger,None,Methodist
172,Squirrel Drive,Pamela,Nicholls,28,Head,Married,Female,Podiatrist,None,None
172,Squirrel Drive,Charles,Hammond,32,Husband,Married,Male,"Scientist, biomedical",None,None
172,Squirrel Drive,Beverley,Nicholls,2,Daughter,NA,Female,Child,None,NA
173,Squirrel Drive,Abigail,Smith,42,Head,Single,Female,Graphic designer,None,Catholic
174,Squirrel Drive,Elizabeth,Shepherd,68,Head,Divorced,Female,"Retired Engineer, structural",None,None
175,Squirrel Drive,Jordan,Brown,33,Head,Single,Male,"Teacher, special educational needs",None,None
176,Squirrel Drive,Nathan,James,81,Head,Widowed,Male,Retired Animal technologist,None,Muslim
177,Squirrel Drive,Rosie,Taylor,66,Head,Married,Female,Rural practice surveyor,None,None
177,Squirrel Drive,Adrian,Taylor,72,Husband,Married,Male,Retired Analytical chemist,None,None
178,Squirrel Drive,Arthur,Jones,30,Head,Divorced,Male,Building surveyor,None,None
179,Squirrel Drive,Brenda,Hunt,46,Head,Single,Female,TEFL teacher,None,None
180,Squirrel Drive,Lynn,Allen,57,Head,Single,Female,Publishing rights manager,None,Catholic
180,Squirrel Drive,Adrian,Bryan,56,None,Single,Male,Clinical research associate,None,Catholic
180,Squirrel Drive,Stuart,Wood,51,None,Single,Male,Community education officer,None,Christian
181,Squirrel Drive,Simon,Ward,69,Head,Single,Male,Retired Media planner,None,Methodist
182,Squirrel Drive,Jacqueline,Pearson,76,Head,Widowed,Female,"Retired Sound technician, broadcasting/film/video",None,None
183,Squirrel Drive,Clare,Dean,20,Head,Single,Female,University Student,None,None
184,Squirrel Drive,Oliver,Holland,69,Head,Widowed,Male,Retired Personal assistant,None,Christian
185,Squirrel Drive,Marie,Brennan,58,Head,Divorced,Female,Armed forces logistics/support/administrative officer,None,None
186,Squirrel Drive,Alex,Evans,83,Head,Single,Male,Retired Insurance risk surveyor,None,Christian
187,Squirrel Drive,Josephine,Clark,24,Head,Divorced,Female,Chartered public finance accountant,None,None
188,Squirrel Drive,Angela,Willis,27,Head,Married,Female,"Surveyor, planning and development",None,Catholic
188,Squirrel Drive,Kevin,Willis,28,Husband,Married,Male,"Psychologist, occupational",None,Catholic
189,Squirrel Drive,Abbie,Hall,71,Head,Divorced,Female,"Retired Designer, furniture",None,Christian
190,Squirrel Drive,Angela,Davies,20,Head,Single,Female,University Student,None,None
190,Squirrel Drive,Nigel,Kelly,50,None,Single,Male,Games developer,None,Christian
190,Squirrel Drive,Antony,Harvey,26,None,Single,Male,"Administrator, sports",None,None
190,Squirrel Drive,Timothy,Gough,27,None,Single,Male,Sports development officer,None,Catholic
191,Squirrel Drive,Raymond,Saunders,42,Head,Married,Male,"Buyer, industrial",None,None
191,Squirrel Drive,Leanne,Saunders,37,Wife,Married,Female,"Designer, ceramics/pottery",None,None
191,Squirrel Drive,Jay,Saunders,9,Son,NA,Male,Student,None,NA
192,Squirrel Drive,Stewart,Cunningham,85,Head,Widowed,Male,"Retired Psychologist, forensic",None,Christian
193,Squirrel Drive,Brenda,Day,46,Head,Divorced,Female,Unemployed,None,None
193,Squirrel Drive,Gerald,Day,14,Son,NA,Male,Student,None,NA
193,Squirrel Drive,Jean,Day,11,Daughter,NA,Female,Student,None,NA
194,Squirrel Drive,Alice,Arnold,68,Head,Married,Female,Retired Best boy,None,Christian
194,Squirrel Drive,Frederick,Arnold,70,Husband,Married,Male,Retired Copy,None,Christian
194,Squirrel Drive,Olivia,Arnold,39,Daughter,Divorced,Female,Counsellor,None,Christian
195,Squirrel Drive,Elaine,Davis,72,Head,Widowed,Female,Retired Exhibition designer,None,None
196,Squirrel Drive,Marcus,Campbell,72,Head,Single,Male,Retired Editorial assistant,None,None
197,Squirrel Drive,Iain,Taylor,62,Head,Single,Male,Unemployed,None,None
197,Squirrel Drive,Derek,Cole,52,None,Single,Male,Educational psychologist,None,Christian
198,Squirrel Drive,Elizabeth,Wong,83,Head,Widowed,Female,Retired Further education lecturer,None,Christian
199,Squirrel Drive,Mitchell,Thompson,25,Head,Married,Male,Advertising account executive,None,None
199,Squirrel Drive,Holly,Stevenson,23,Wife,Married,Female,Race relations officer,None,None
200,Squirrel Drive,Natalie,Webster,36,Head,Single,Female,Hotel manager,None,Catholic
201,Squirrel Drive,Francesca,Wood,52,Head,Single,Female,Animator,None,Christian
201,Squirrel Drive,Gavin,Jones,53,Partner,Single,Male,"Engineer, water",None,None
202,Squirrel Drive,Anne,Smart,33,Head,Single,Female,"Administrator, charities/voluntary organisations",None,Methodist
203,Squirrel Drive,Mark,French,51,Head,Single,Male,Unemployed,None,Christian
204,Squirrel Drive,Nicola,James,62,Head,Single,Female,"Therapist, speech and language",None,Christian
205,Squirrel Drive,Damian,Barker,72,Head,Widowed,Male,"Retired Designer, multimedia",None,None
206,Squirrel Drive,Lesley,Godfrey,35,Head,Single,Female,Equities trader,None,None
206,Squirrel Drive,Aimee,Godfrey,17,Daughter,NA,Female,Student,None,NA
206,Squirrel Drive,Alan,Godfrey,13,Son,NA,Male,Student,None,NA
207,Squirrel Drive,Mohamed,Burton,75,Head,Widowed,Male,Retired Bonds trader,None,None
208,Squirrel Drive,Sean,Parker,18,Head,Single,Male,Student,None,NA
209,Squirrel Drive,Howard,Wilson,65,Head,Widowed,Male,Jewellery designer,None,Muslim
210,Squirrel Drive,Nicholas,Collins,36,Head,Divorced,Male,Set designer,None,Catholic
211,Squirrel Drive,Jayne,Hamilton,43,Head,Married,Female,Photographer,None,Christian
211,Squirrel Drive,James,Hamilton,45,Husband,Married,Male,Equality and diversity officer,None,None
211,Squirrel Drive,Katherine,Hamilton,17,Daughter,NA,Female,Student,None,NA
212,Squirrel Drive,Kenneth,Haynes,65,Head,Single,Male,"Research officer, political party",None,None
213,Squirrel Drive,Julia,Morton,76,Head,Widowed,Female,Retired Insurance underwriter,None,None
214,Squirrel Drive,Katie,Allen,57,Head,Divorced,Female,Furniture conservator/restorer,None,Christian
215,Squirrel Drive,Tina,Kemp,77,Head,Married,Female,Retired Medical illustrator,None,None
215,Squirrel Drive,Keith,Kemp,78,Husband,Married,Male,"Retired Civil engineer, contracting",None,None
216,Squirrel Drive,Lisa,Greenwood,53,Head,Divorced,Female,Musician,None,None
217,Squirrel Drive,Alex,Taylor,73,Head,Married,Male,Retired Broadcast journalist,None,Christian
217,Squirrel Drive,Tina,Taylor,71,Wife,Married,Female,Retired Building services engineer,None,Christian
218,Squirrel Drive,Mark,Hutchinson,28,Head,Divorced,Male,Charity fundraiser,None,None
219,Squirrel Drive,Vincent,Akhtar,61,Head,Single,Male,Interpreter,None,Christian
219,Squirrel Drive,Dawn,Stephenson,62,Partner,Single,Female,Games developer,None,Christian
220,Squirrel Drive,Pauline,Cooper,45,Head,Married,Female,Dentist,None,Methodist
220,Squirrel Drive,Anthony,Cooper,44,Husband,Married,Male,"Engineer, electronics",None,None
221,Squirrel Drive,Harriet,Hunt,70,Head,Divorced,Female,Retired Mining engineer,None,None
222,Squirrel Drive,Sophie,Hammond,33,Head,Divorced,Female,Unemployed,None,None
222,Squirrel Drive,Rebecca,Hammond,8,Daughter,NA,Female,Student,None,NA
222,Squirrel Drive,Ellie,Hammond,3,Daughter,NA,Female,Child,None,NA
223,Squirrel Drive,Leigh,Gray,79,Head,Widowed,Male,"Retired Radiographer, therapeutic",None,Jewish
224,Squirrel Drive,Jacqueline,Phillips,70,Head,Widowed,Female,Retired Television/film/video producer,None,None
224,Squirrel Drive,Lesley,Phillips,34,Daughter,Single,Female,Multimedia programmer,None,None
225,Squirrel Drive,Emily,Ali,36,Head,Single,Female,Estate manager/land agent,None,Catholic
226,Squirrel Drive,Dominic,Hall,70,Head,Widowed,Male,Retired Research scientist (maths),None,Christian
227,Squirrel Drive,Georgina,Griffin,31,Head,Single,Female,"Education officer, environmental",None,Quaker
228,Squirrel Drive,Jodie,Thompson,52,Head,Single,Female,Clinical psychologist,None,None
228,Squirrel Drive,Stewart,Smith,56,Partner,Single,Male,"Therapist, art",None,None
228,Squirrel Drive,June,Thompson,13,Daughter,NA,Female,Student,None,NA
229,Squirrel Drive,Cameron,Bull,23,Head,Single,Male,Unemployed,None,None
229,Squirrel Drive,Hazel,Thomson,26,Partner,Single,Female,Theatre director,None,None
230,Squirrel Drive,Kathryn,Kemp,49,Head,Married,Female,"Conservation officer, nature",None,Catholic
230,Squirrel Drive,Jason,Kemp,51,Husband,Married,Male,Corporate treasurer,None,Catholic
231,Squirrel Drive,Lucy,Clayton,72,Head,Widowed,Female,Retired Medical physicist,None,Christian
232,Squirrel Drive,Maureen,Young,72,Head,Divorced,Female,"Retired Engineer, maintenance (IT)",None,Christian
1,Tegid Road,Shirley,Roberts,31,Head,Married,Female,Sport and exercise psychologist,None,None
1,Tegid Road,Nigel,Roberts,29,Husband,Married,Male,Ranger/warden,None,None
1,Tegid Road,Tony,Foster-Roberts,5,Son,NA,Male,Student,None,NA
1,Tegid Road,Susan,Foster-Roberts,1,Daughter,NA,Female,Child,None,NA
2,Tegid Road,Ashleigh,Godfrey,28,Head,Single,Female,Unemployed,None,Sikh
2,Tegid Road,Nicola,Godfrey,0,Daughter,NA,Female,Child,None,NA
3,Tegid Road,Nicholas,Green,89,Head,Widowed,Male,Retired Health and safety adviser,None,Methodist
4,Tegid Road,Dorothy,Jones,59,Head,Single,Female,Print production planner,None,Christian
4,Tegid Road,Carl,Cameron,18,None,Single,Male,Student,None,NA
5,Tegid Road,Andrew,Bradley,65,Head,Married,Male,Information officer,None,Christian
5,Tegid Road,Rachel,Bradley,65,Wife,Married,Female,Data scientist,None,Christian
6,Tegid Road,Katy,Phillips,39,Head,Single,Female,TEFL teacher,None,None
6,Tegid Road,Edward,Brennan,40,None,Single,Male,International aid/development worker,None,Catholic
7,Tegid Road,Gerard,Davis,58,Head,Married,Male,Unemployed,None,None
7,Tegid Road,Kelly,Davis,52,Wife,Married,Female,Broadcast journalist,None,None
8,Tegid Road,Melanie,Gardiner,22,Head,Single,Female,Chief Technology Officer,None,None
8,Tegid Road,Thomas,Chapman,28,Partner,Single,Male,"Engineer, building services",None,None
9,Tegid Road,Norman,Chapman,34,Head,Married,Male,Operational researcher,None,Catholic
9,Tegid Road,Catherine,Chapman,31,Wife,Married,Female,"Therapist, speech and language",None,Catholic
9,Tegid Road,Marion,Chapman,0,Step-Daughter,NA,Female,Child,None,NA
10,Tegid Road,Abigail,Day,40,Head,Married,Female,Chartered loss adjuster,None,Catholic
10,Tegid Road,Vincent,Day,42,Husband,Married,Male,Adult guidance worker,None,Catholic
10,Tegid Road,Michelle,Day,9,Daughter,NA,Female,Student,None,NA
11,Tegid Road,Denis,Young,62,Head,Married,Male,Public affairs consultant,None,None
11,Tegid Road,Chloe,Young,60,Wife,Married,Female,Energy engineer,None,None
11,Tegid Road,Jayne,Young,17,Granddaughter,NA,Female,Student,None,NA
11,Tegid Road,Joanna,Hill-Young,17,Granddaughter,NA,Female,Student,None,NA
12,Tegid Road,Paige,Collins,41,Head,Married,Female,Applications developer,None,None
12,Tegid Road,Denis,Collins,46,Husband,Married,Male,Maintenance engineer,None,None
12,Tegid Road,Melissa,Collins,10,Daughter,NA,Female,Student,None,NA
12,Tegid Road,Lawrence,Collins,4,Son,NA,Male,Child,None,NA
13,Tegid Road,Anne,Peters,40,Head,Married,Female,Press photographer,None,Catholic
13,Tegid Road,Brian,Peters,41,Husband,Married,Male,"Designer, television/film set",None,Catholic
14,Tegid Road,Abigail,Byrne,43,Head,Divorced,Female,Database administrator,None,Catholic
14,Tegid Road,Hilary,Johnson,37,None,Single,Female,"Sound technician, broadcasting/film/video",None,None
15,Tegid Road,Claire,Smith,50,Head,Single,Female,"Teacher, primary school",None,None
15,Tegid Road,Angela,Smith,13,Daughter,NA,Female,Student,None,NA
15,Tegid Road,Rita,Smith,11,Daughter,NA,Female,Student,None,NA
15,Tegid Road,Katherine,Smith,11,Daughter,NA,Female,Student,None,NA
16,Tegid Road,Dean,Nicholls,74,Head,Widowed,Male,"Retired Psychologist, forensic",None,None
17,Tegid Road,Reece,Jones,83,Head,Widowed,Male,"Retired Designer, television/film set",None,Christian
18,Tegid Road,James,Elliott,45,Head,Married,Male,"Journalist, broadcasting",None,None
18,Tegid Road,Linda,Elliott,43,Wife,Married,Female,Public librarian,None,None
19,Tegid Road,Ashley,Lawson,51,Head,Married,Male,Firefighter,None,Methodist
19,Tegid Road,Kerry,Lawson,51,Wife,Married,Female,Fashion designer,None,Methodist
20,Tegid Road,Charlene,Morris,46,Head,Single,Female,Commercial/residential surveyor,None,None
20,Tegid Road,Kevin,Morris,10,Son,NA,Male,Student,None,NA
20,Tegid Road,Francis,Morris,6,Son,NA,Male,Student,None,NA
1,Stirling Drive,Carol,Oliver,31,Head,Married,Female,Government social research officer,None,Catholic
1,Stirling Drive,Gregory,Oliver,29,Husband,Married,Male,Dramatherapist,None,Catholic
1,Stirling Drive,Rhys,Oliver,6,Son,NA,Male,Student,None,NA
1,Stirling Drive,Louis,Oliver,3,Son,NA,Male,Child,None,NA
2,Stirling Drive,Wendy,Miller,68,Head,Widowed,Female,Retired Primary school teacher,None,Methodist
2,Stirling Drive,Joanna,Miller,38,Daughter,Single,Female,Un employed,None,Methodist
2,Stirling Drive,Gerald,Miller,35,Son,Single,Male,Unemployed,None,None
2,Stirling Drive,Joanna,Miller,33,Daughter,Divorced,Female,Unemployed,None,Methodist
2,Stirling Drive,Ben,Miller,33,Son,Single,Male,Hydrologist,None,Methodist
3,Stirling Drive,Katie,James,40,Head,Divorced,Female,Unemployed,None,Christian
3,Stirling Drive,Ben,James,9,Son,NA,Male,Student,None,NA
3,Stirling Drive,Joshua,James,7,Son,NA,Male,Student,None,NA
3,Stirling Drive,Colin,James,3,Son,NA,Male,Child,None,NA
4,Stirling Drive,Gareth,Sinclair,41,Head,Single,Male,"Programmer, multimedia",None,None
4,Stirling Drive,Mathew,Edwards,48,None,Single,Male,"Producer, television/film/video",None,None
4,Stirling Drive,Alice,Dunn,63,None,Single,Female,"Designer, blown glass/stained glass",None,Catholic
4,Stirling Drive,David,Bowen,42,None,Divorced,Male,Research scientist (life sciences),None,Catholic
5,Stirling Drive,Phillip,Akhtar,73,Head,Married,Male,Retired Forest/woodland manager,None,Christian
5,Stirling Drive,Mandy,Akhtar,71,Wife,Married,Female,"Retired Teacher, music",None,Christian
6,Stirling Drive,Danielle,Smith,57,Head,Divorced,Female,Medical technical officer,None,Christian
6,Stirling Drive,Diana,Smith,2,Granddaughter,NA,Female,Child,None,NA
7,Stirling Drive,Megan,Barry,44,Head,Single,Female,Maintenance engineer,None,None
7,Stirling Drive,Bryan,Williams,46,Partner,Single,Male,Banker,None,None
7,Stirling Drive,Leonard,Barry,20,Son,Single,Male,University Student,None,None
7,Stirling Drive,Thomas,Barry,1,Son,NA,Male,Child,None,NA
8,Stirling Drive,Katherine,Connolly,66,Head,Widowed,Female,Optometrist,None,Christian
9,Stirling Drive,Aimee,Moore,43,Head,Married,Female,Museum/gallery exhibitions officer,None,Jewish
9,Stirling Drive,Billy,Moore,41,Husband,Married,Male,Commercial horticulturist,None,Jewish
9,Stirling Drive,Zoe,Moore,19,Daughter,Single,Female,University Student,None,Jewish
9,Stirling Drive,Reece,Moore,16,Son,NA,Male,Student,None,NA
10,Stirling Drive,Allan,Jenkins,29,Head,Single,Male,Systems developer,None,Catholic
11,Stirling Drive,Dominic,Armstrong,38,Head,Single,Male,Barrister's clerk,None,Catholic
11,Stirling Drive,Declan,Cooper,19,None,Single,Male,University Student,None,Methodist
11,Stirling Drive,James,Bolton,60,None,Single,Male,"Engineer, aeronautical",None,None
11,Stirling Drive,Elliott,Wilson,62,None,Single,Male,Probation officer,None,None
12,Stirling Drive,Geoffrey,Stevens,44,Head,Single,Male,Unemployed,None,Christian
13,Stirling Drive,Paige,Edwards,54,Head,Married,Female,Editorial assistant,None,Christian
13,Stirling Drive,Mohammad,Edwards,51,Husband,Married,Male,Materials engineer,None,None
13,Stirling Drive,Malcolm,Edwards,11,Son,NA,Male,Student,None,NA
13,Stirling Drive,Craig,Edwards,8,Son,NA,Male,Student,None,NA
1,Aethelstan Mountains,Lucy,Wells,62,Head,Single,Female,Risk manager,None,None
1,Aethelstan Mountains,Amanda,Vaughan,7,Granddaughter,NA,Female,Student,None,NA
1,Aethelstan Mountains,Stephanie,Vaughan,4,Granddaughter,NA,Female,Child,None,NA
2,Aethelstan Mountains,Shannon,White,37,Head,Single,Female,Fitness centre manager,None,Catholic
2,Aethelstan Mountains,Stanley,Hall,39,Partner,Single,Male,Barista,None,Catholic
2,Aethelstan Mountains,Christian,White,9,Son,NA,Male,Student,None,NA
3,Aethelstan Mountains,Francesca,Bibi,49,Head,Married,Female,Photographer,None,None
3,Aethelstan Mountains,Alan,Bibi,51,Husband,Married,Male,"Therapist, horticultural",None,None
3,Aethelstan Mountains,Jacob,Bibi,20,Son,Divorced,Male,University Student,None,None
3,Aethelstan Mountains,Adrian,Bibi,3,Son,NA,Male,Child,None,NA
4,Aethelstan Mountains,Louise,Bishop,53,Head,Married,Female,Clinical cytogeneticist,None,Christian
4,Aethelstan Mountains,Jamie,Bishop,52,Husband,Married,Male,Fast food restaurant manager,None,Christian
